2024-06-24 18:35:24.074 User Agent: [Hub 3.8.0], Protocol version: [1.15.4], Session Id: [3eca493921fc48f1831511e94ceb4b68], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestwww], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.vehicles], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.video], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.vr], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.wind], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.xr], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.subsystems], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.820 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.modules.hierarchycore], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.sysroot], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.sysroot.linux-x86_64], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.ext.nunit], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.core], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal-config], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.searcher], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.rendering.light-transport], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.nuget.mono-cecil], Result: [granted: True, group: (null)]
2024-06-25 12:18:33.821 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2024-06-25 12:19:54.231 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2024-06-25 12:19:54.232 User Agent: [UnityEditor/6000.0.7f1 (Linux; U; Linux 6.0; en_US)], Protocol version: [1.15.4], Session Id: [d84f44195e164f87b15f5d50bb74f5a3], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 18967997630424-UnityPersonal]
